paper_id	affiliation_string	labels	labels_name	institution1_id	institution2_id	institution3_id	institution4_id	institution5_id	institution6_id	dataset
W2776842287	Department of Dermatology and Allergology Klinikum rechts der Isar Technical University Munich Munich Germany	[62916508, 2802619606]	['62916508 - Technical University of Munich', '2802619606 - Rechts der Isar Hospital']	2802619606	62916508	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2238408377	Universitätsklinikum Carl Gustav Carus der TU Dresden Medizinische Klinik und Poliklinik I Dresden Germany	[4210162051, 78650965, 4210164182]	['4210162051 - University Hospital Carl Gustav Carus', '78650965 - TU Dresden', '4210164182 - Klinik und Poliklinik für Psychotherapie und Psychosomatik']	4210162051	4210162051	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2593764482	Medizinische Klinik und Poliklinik I, Universitätsklinikum Carl Gustav Carus, TU Dresden, Dresden, Germany	[4210162051, 78650965, 4210164182]	['4210162051 - University Hospital Carl Gustav Carus', '78650965 - TU Dresden', '4210164182 - Klinik und Poliklinik für Psychotherapie und Psychosomatik']	4210162051	4210162051	No name	No name	No name	No name	cwts_multi_inst_no_relation
W3170570890	Department of Medicine III, University Hospital Carl Gustav Carus Technische Universität Dresden Dresden Germany	[4210162051, 78650965]	['4210162051 - University Hospital Carl Gustav Carus', '78650965 - TU Dresden']	4210162051	4210162051	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2085201185	Division of Rheumatology, Department of Medicine III, University Clinical Center Carl Gustav Carus at the Technical University of Dresden, Germany	[4210162051, 78650965]	['4210162051 - University Hospital Carl Gustav Carus']	4210162051	4210162051	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2911350956	Atomically Resolved Dynamics Department, Center for Free Electron Laser Science , Max Planck Institute for the Structure and Dynamics of Matter , Luruper Chaussee 149 , 22761 Hamburg , Germany.	[4210149784, 4210143371]	['4210149784 - Max Planck Institute for the Structure and Dynamics of Matter', '4210143371 - Center for Free-Electron Laser Science']	4210149784	4210143371	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2049746164	1Department of Neurorehabilitation Engineering, Bernstein Focus Neurotechnology Göttingen, Bernstein Center for Computational Neuroscience, University Medical Center Göttingen, Georg-August University, Göttingen, Germany;	[74656192, 4210116730, 4210087171]	['74656192 - University of Göttingen', '4210152641 - Bernstein Center for Computational Neuroscience Berlin', '4210116730 - Universitätsmedizin Göttingen', '4210087171 - Bernstein Center for Computational Neuroscience Göttingen']	74656192	4210116730	4210152641	No name	No name	No name	cwts_multi_inst_no_relation
W2316874346	Institute of Neurorehabilitation Systems, Bernstein Focus Neurotechnology Göttingen, Bernstein Center for Computational Neuroscience, University Medical Center Göttingen, Georg-August University, Göttingen, Germany.	[74656192, 4210116730, 4210087171]	['74656192 - University of Göttingen', '4210152641 - Bernstein Center for Computational Neuroscience Berlin', '4210116730 - Universitätsmedizin Göttingen', '4210087171 - Bernstein Center for Computational Neuroscience Göttingen']	74656192	4210116730	4210152641	No name	No name	No name	cwts_multi_inst_no_relation
W2013510287	Department of Marine Fisheries, Danish Institute for Fisheries Research, Technical University of Denmark, Charlottenlund Castle, DK‐2920 Charlottenlund, Denmark	[4210090208, 96673099, 124055696]	['4210090208 - Danish Centre for Marine Research', '96673099 - Technical University of Denmark', '124055696 - University of Copenhagen']	124055696	96673099	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2791143884	a Centre for Health Research in Greenland, National Institute of Public Health , Faculty of Health Science, University of Southern Denmark , Copenhagen , Denmark.	[177969490, 4210099175]	['177969490 - University of Southern Denmark', '4210099175 - Danish National Institute of Public Health']	177969490	4210099175	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2755235543	Department of Occupational and Environmental Medicine, Frederiksberg and Bispebjerg Hospital, Copenhagen, Denmark.	[2801941904, 2801150652]	['2801941904 - Bispebjerg Hospital', '2801150652 - Frederiksberg Hospital']	2801941904	2801150652	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1514500765	Mech-Sense, Department of Radiology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark.	[2802335433, 2799976261, 4210112798]	['2802335433 - Aarhus University Hospital', '2799976261 - Aalborg University Hospital', '4210112798 - Mech-Sense']	2802335433	2799976261	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2115632768	Mech-Sense Department of Gastroenterology and Hepatology Aalborg Hospital Aarhus University Hospital Denmark	[2802335433, 2799976261, 4210112798]	['2802335433 - Aarhus University Hospital', '2799976261 - Aalborg University Hospital', '4210112798 - Mech-Sense']	2802335433	2799976261	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1968343944	Department of Clinical Microbiology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark;	[2802335433, 2799976261]	['2802335433 - Aarhus University Hospital', '2799976261 - Aalborg University Hospital']	2802335433	2799976261	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1982842999	Department of Endocrinology, Aalborg Hospital, Aarhus University Hospital, Aalborg, Denmark	[2802335433, 2799976261]	['2802335433 - Aarhus University Hospital', '2799976261 - Aalborg University Hospital']	2802335433	2799976261	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1975178821	Institute of Public Health Aarhus University Aarhus Denmark	[204337017, 4210099175]	['204337017 - Aarhus University', '4210099175 - Danish National Institute of Public Health']	204337017	4210099175	No name	No name	No name	No name	cwts_multi_inst_no_relation
W4283162395	Neurovascular Research Group, Department of Neurology, Hospital del Mar, IMIM, Universitat Autònoma de Barcelona/DCEXS-Universitat Pompeu Fabra, Barcelona, Spain.	[123044942, 4210130874, 4210156109, 170486558]	['123044942 - Autonomous University of Barcelona', '4210130874 - Hospital Del Mar', "4210156109 - Institut Hospital del Mar d'Investigacions Mèdiques", '170486558 - Pompeu Fabra University']	123044942	170486558	4210130874	4210156109	No name	No name	cwts_multi_inst_no_relation
W2907956840	Department of Medical Oncology, IMIM-Hospital del Mar Medical Research Institute, Barcelona, Spain.	[4210136145, 4210130874, 4210156109]	['4210136145 - Municipal Institute for Medical Research', '4210130874 - Hospital Del Mar', "4210156109 - Institut Hospital del Mar d'Investigacions Mèdiques"]	4210130874	4210156109	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2130312187	Neurovascular Research Group, Neurology Department, IMIM-Hospital del Mar, Barcelona, Spain	[4210136145, 4210130874, 4210156109]	['4210136145 - Municipal Institute for Medical Research', '4210130874 - Hospital Del Mar', "4210156109 - Institut Hospital del Mar d'Investigacions Mèdiques"]	4210130874	4210156109	No name	No name	No name	No name	cwts_multi_inst_no_relation
W4210377061	AgroParisTech, INRAE, Silva, Université de Lorraine 5400 Nancy, France.	[4210104468, 22248866, 4210088668, 90183372]	['4210104468 - Silva', '22248866 - Agro ParisTech', '4210088668 - National Research Institute for Agriculture, Food and Environment', '90183372 - University of Lorraine']	90183372	22248866	4210088668	4210104468	No name	No name	cwts_multi_inst_no_relation
W2884482828	University of Strasbourg, University of Lorraine CNRS, BETA Strasbourg France	[90183372, 68947357, 4210166604, 4210097719]	['90183372 - University of Lorraine', '68947357 - University of Strasbourg', '4210166604 - Bureau for Economic Theory and Applications', '4210097719 - National Council for Scientific Research']	68947357	90183372	4210097719	4210166604	No name	No name	cwts_multi_inst_no_relation
W2609117347	CRCINA, INSERM, Université de Nantes, Université d'Angers, LabEx IGO, 49000 Angers, France;	[154526488, 97188460, 49451733]	['154526488 - Inserm', '97188460 - University of Nantes', '49451733 - University of Angers']	49451733	University of Nantes	154526488	No name	No name	No name	cwts_multi_inst_no_relation
W2944492308	CRCINA, INSERM, Université de Nantes, Université D'Angers, Nantes, France	[154526488, 97188460, 49451733]	['154526488 - Inserm', '97188460 - University of Nantes', '49451733 - University of Angers']	49451733	University of Nantes	154526488	No name	No name	No name	cwts_multi_inst_no_relation
W2620608553	Maladies du Sang, CHU Angers, CRCINA, INSERM, Université de Nantes, Université d'Angers, Angers, France.	[154526488, 97188460, 49451733, 4210112910]	['154526488 - Inserm', '97188460 - University of Nantes', '49451733 - University of Angers', "4210112910 - Centre Hospitalier Universitaire d'Angers"]	49451733	University of Nantes	154526488	4210112910	No name	No name	cwts_multi_inst_no_relation
W4200170629	LPG-BIAF, UMR-CNRS 6112, University of Angers, University of Nantes, 2 Bd Lavoisier, CEDEX, 49045 Angers, France	[4210146808, 97188460, 49451733, 4210097719]	['4210146808 - Laboratoire de Planétologie et Géodynamique de Nantes', '97188460 - University of Nantes', '49451733 - University of Angers', '4210097719 - National Council for Scientific Research']	University of Nantes	49451733	4210097719	4210146808	No name	No name	cwts_multi_inst_no_relation
W2968914937	CRCINA, INSERM, CNRS Université de Nantes Université d'Angers Nantes France	[154526488, 97188460, 49451733, 4210097719]	['154526488 - Inserm', '97188460 - University of Nantes', '49451733 - University of Angers', '4210097719 - National Council for Scientific Research']	49451733	University of Nantes	4210097719	154526488	No name	No name	cwts_multi_inst_no_relation
W2996144734	Ethologie animale et humaine (EthoS) – University of Caen Normandie, Université de Rennes I, CNRS, France	[56067802, 98702875, 4210097719]	['56067802 - University of Rennes 1', '98702875 - Université de Caen Normandie', '4210105918 - Normandie Université', '4210097719 - National Council for Scientific Research']	University of Rennes 1	98702875	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W3037600016	Laboratoire de Spectrométrie de Masse BioOrganique, CNRS, IPHC UMR 7178, Université de Strasbourg, 67000, Strasbourg, France.	[2899451211, 68947357, 4210097719]	['2899451211 - Hubert Curien Pluridisciplinary Institute', '68947357 - University of Strasbourg', '4210097719 - National Council for Scientific Research']	68947357	2899451211	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W2162983573	Université Paris‐Sud 11 ‐ L2S ‐ EECI ‐ Supélec 3 rue Joliot‐Curie 91192 Gif sur Yvette France	[4210165409, 4210097418, 102475099, 102197404]	['4210165409 - European Embedded Control Institute', '4210097418 - Laboratoire des Signaux & Systèmes', '102475099 - Supélec', '102197404 - University of Paris-Sud']	102197404	102475099	4210097418	4210165409	No name	No name	cwts_multi_inst_no_relation
W2997223962	Univ. Tours, Univ. Orléans, INSA CVL, LaMé, 7 Avenue Marcel Dassault, Tours 37200, France	[4210143826, 110017253, 12449238]	['4210143826 - Institut National des Sciences Appliquées Centre Val de Loire', '110017253 - François Rabelais University', '12449238 - University of Orléans']	12449238	110017253	4210143826	No name	No name	No name	cwts_multi_inst_no_relation
W3084559196	Univ. Orléans, Univ. Tours, INSA-CVL, LaMé, 8 rue L. de Vinci, 45072 Orléans, France	[4210143826, 110017253, 12449238]	['4210143826 - Institut National des Sciences Appliquées Centre Val de Loire', '110017253 - François Rabelais University', '12449238 - University of Orléans']	12449238	110017253	4210143826	No name	No name	No name	cwts_multi_inst_no_relation
W2070855667	CeRCA, CNRS UMR 6234, université de Poitiers, université de Tours, 86000 Poitiers, France	[4210108291, 110017253, 32881790, 4210097719]	['4210108291 - Research Centre on Cognition and Learning', '110017253 - François Rabelais University', '32881790 - University of Poitiers', '4210097719 - National Council for Scientific Research']	110017253	32881790	4210097719	4210108291	No name	No name	cwts_multi_inst_no_relation
W3014171709	Centre de recherches sur la cognition et l'apprentissage, Université François Rabelais de Tours, Université de Poitiers, UMR-CNRS 7295, France.	[4210108291, 110017253, 32881790, 4210097719]	['4210108291 - Research Centre on Cognition and Learning', '110017253 - François Rabelais University', '32881790 - University of Poitiers', '4210097719 - National Council for Scientific Research']	32881790	110017253	4210097719	4210108291	No name	No name	cwts_multi_inst_no_relation
W3189154630	UMR1246 SPHERE (MethodS in Patients-centered outcomes and HEalth ResEarch), Nantes University, Tours University, INSERM, Nantes, France.	[154526488, 4210150713, 110017253, 97188460]	['154526488 - Inserm', '4210150713 - Sciences, Philosophie, Histoire', '110017253 - François Rabelais University']	University of Nantes	110017253	154526488	No name	No name	No name	cwts_multi_inst_no_relation
W4224868054	MMDN, University Montpellier, EPHE, INSERM, 34095 Montpellier, France	[154526488, 159885104, 19894307]	['154526488 - Inserm', '159885104 - École Pratique des Hautes Études', '19894307 - University of Montpellier']	19894307	159885104	154526488	No name	No name	No name	cwts_multi_inst_no_relation
W3107118948	GenPhySE, Université de Toulouse, INRAE, INP, ENVT, Castanet-Tolosan, France	[205747304, 17866349, 176063091, 4210154939, 4210088668]	['205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '176063091 - École Nationale Vétérinaire de Toulouse', "4210154939 - Génétique Physiologie et Systèmes d'Elevage", '4210088668 - National Research Institute for Agriculture, Food and Environment']	17866349	176063091	4210088668	4210154939	205747304	No name	cwts_multi_inst_no_relation
W3185408830	GenPhySE, Université de Toulouse, INRAE, ENVT, 31326 Castanet Tolosan, France	[176063091, 4210154939, 4210088668, 17866349]	['176063091 - École Nationale Vétérinaire de Toulouse', "4210154939 - Génétique Physiologie et Systèmes d'Elevage", '4210088668 - National Research Institute for Agriculture, Food and Environment', '17866349 - Federal University of Toulouse Midi-Pyrénées']	17866349	176063091	4210088668	4210154939	No name	No name	cwts_multi_inst_no_relation
W2954936233	GenPhySE, Université de Toulouse, INRA, ENVT, Castanet-Tolosan, France	[176063091, 1314251682, 4210154939, 17866349]	['176063091 - École Nationale Vétérinaire de Toulouse', '1314251682 - Institut National de la Recherche Agronomique', "4210154939 - Génétique Physiologie et Systèmes d'Elevage", '17866349 - Federal University of Toulouse Midi-Pyrénées']	17866349	176063091	4210154939	1314251682	No name	No name	cwts_multi_inst_no_relation
W2012693263	#N#SPINTEC, UMR 8191 CNRS/INAC-CEA/UJF-Grenoble 1/Grenoble-INP, F-38054 Cedex, France	[177483745, 106785703, 3020098449, 4210135251, 4210124948, 4210097719]	['177483745 - Joseph Fourier University', '106785703 - Grenoble Institute of Technology', '3020098449 - CEA Grenoble', '4210135251 - Spintronique et Technologie des Composants', '4210124948 - Institut Nanosciences et Cryogénie', '4210097719 - National Council for Scientific Research']	177483745	106785703	4210097719	4210135251	4210124948	3020098449	cwts_multi_inst_no_relation
W1989560244	Laboratoire d'Electrochimie et de Physicochimie des Matériaux et des Interfaces, CNRS-UJF-INP-Grenoble (UMR 5631), ENSEEG, BP 75,,France	[177483745, 4210153659, 4210097719, 106785703]	['177483745 - Joseph Fourier University', '4210153659 - Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces', '4210097719 - National Council for Scientific Research', '106785703 - Grenoble Institute of Technology']	177483745	106785703	4210097719	4210153659	No name	No name	cwts_multi_inst_no_relation
W2063924613	TIMA Laboratory (CNRS-Grenoble INP-UJF)-UMR 5159, Grenoble, France	[177483745, 4210087012, 4210097719, 106785703]	['177483745 - Joseph Fourier University', '4210087012 - Techniques of Informatics and Microelectronics for Integrated Systems Architecture', '4210097719 - National Council for Scientific Research', '106785703 - Grenoble Institute of Technology']	177483745	106785703	4210097719	4210087012	No name	No name	cwts_multi_inst_no_relation
W2062831020	LEPMI, UMR 5631 CNRS-INPG-UJF, ENSEEG, BP 75, F-38402, Saint Martin d’Hères, France	[177483745, 4210153659, 4210097719, 106785703]	['177483745 - Joseph Fourier University', '4210153659 - Laboratoire d’Electrochimie et de Physico-chimie des Matériaux et des Interfaces', '4210097719 - National Council for Scientific Research', '106785703 - Grenoble Institute of Technology']	106785703	177483745	4210097719	4210153659	No name	No name	cwts_multi_inst_no_relation
W1974537263	Laboratoire National des Champs Magnétiques Intenses (UPR 3228, CNRS-INSA-UJF-UPS), F-31400 Toulouse Cedex, France, EU.	[196454796, 177483745, 3170133708, 4210097719, 134560555]	['196454796 - Institut National des Sciences Appliquées de Toulouse', '177483745 - Joseph Fourier University', '3170133708 - French National High Magnetic Field Laboratory', '4210097719 - National Council for Scientific Research']	Paul Sabatier University	177483745	3170133708	196454796	4210097719	No name	cwts_multi_inst_no_relation
W2207996425	Laboratoire National des Champs Magnétiques Intenses, CNRS-INSA-UJF-UPS, F-31400 Toulouse, France	[196454796, 177483745, 3170133708, 4210097719, 134560555]	['196454796 - Institut National des Sciences Appliquées de Toulouse', '177483745 - Joseph Fourier University', '3170133708 - French National High Magnetic Field Laboratory', '4210097719 - National Council for Scientific Research']	Paul Sabatier University	177483745	3170133708	196454796	4210097719	No name	cwts_multi_inst_no_relation
W2046152939	Institut de Génétique et de Biologie Moléculaire et Cellulaire, CNRS-INSERM-ULP, Illkirch Cédex, France	[4210086872, 154526488, 68947357, 4210097719]	['4210086872 - Institute of Genetics and Molecular and Cellular Biology', '154526488 - Inserm', '68947357 - University of Strasbourg', '4210097719 - National Council for Scientific Research']	154526488	68947357	4210097719	4210086872	No name	No name	cwts_multi_inst_no_relation
W2896889615	Université Paris Saclay, Université Paris Sud, UVSQ, CESP, INSERM, Villejuif, France	[195731000, 4210103698, 154526488, 277688954, 102197404]	['195731000 - Versailles Saint-Quentin-en-Yvelines University', '4210103698 - Centre for Research in Epidemiology and Population Health', '154526488 - Inserm', '277688954 - University of Paris-Saclay', '102197404 - University of Paris-Sud']	102197404	195731000	154526488	277688954	4210103698	No name	cwts_multi_inst_no_relation
W2927597815	LEESU, Université Paris-Est (UMR MA 102), Ecole des Ponts ParisTech, UPEC, AgroParisTech, Créteil, France.	[142631665, 22248866, 197681013, 4210126119]	['142631665 - École des Ponts ParisTech', '22248866 - Agro ParisTech', '197681013 - Paris-Est Créteil University', '4210126119 - Water, Environment and Urban Systems Laboratory']	197681013	22248866	4210126119	142631665	No name	No name	cwts_multi_inst_no_relation
W3008936011	Toxalim, INRAE, INP-ENVT, INP-EI-Purpan, Université de Toulouse 3 Paul Sabatier, Toulouse, France.	[4210100066, 4210089154, 205747304, 176063091, 4210088668, 134560555]	['4210100066 - Toxalim Research Centre in Food Toxicology', '4210089154 - Purpan Engineering School', '205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '176063091 - École Nationale Vétérinaire de Toulouse', '4210088668 - National Research Institute for Agriculture, Food and Environment']	Paul Sabatier University	205747304	4210088668	176063091	4210089154	4210100066	cwts_multi_inst_no_relation
W3167892399	GenPhySE, INRAE, University of Toulouse, INPT, ENVT, 31326 Castanet-Tolosan, France	[205747304, 17866349, 176063091, 4210154939, 4210088668]	['205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '176063091 - École Nationale Vétérinaire de Toulouse', "4210154939 - Génétique Physiologie et Systèmes d'Elevage", '4210088668 - National Research Institute for Agriculture, Food and Environment']	17866349	205747304	4210088668	176063091	4210154939	No name	cwts_multi_inst_no_relation
W2548676837	Dynafor, Université de Toulouse, INRA, INPT, INP‐EI Purpan Castanet Tolosan France	[205747304, 4210089154, 1314251682, 17866349]	['205747304 - National Polytechnic Institute of Toulouse', '4210089154 - Purpan Engineering School', '1314251682 - Institut National de la Recherche Agronomique', '17866349 - Federal University of Toulouse Midi-Pyrénées']	17866349	205747304	1314251682	No name	4210089154	No name	cwts_multi_inst_no_relation
W2811444294	AGIR, Université de Toulouse, INRA, INPT, INP-EI PURPAN, 24 chemin de Borde Rouge – Auzeville CS 52627, F-31326 Castanet-Tolosan, Cedex, France	[1314251682, 4210089154, 205747304, 17866349, 4210111259]	['1314251682 - Institut National de la Recherche Agronomique', '4210089154 - Purpan Engineering School', '205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '4210111259 - AGroecologies, Innovations & Ruralities']	17866349	205747304	4210111259	4210089154	1314251682	No name	cwts_multi_inst_no_relation
W2614086901	GenPhySE, Université de Toulouse, INRA, INPT, ENVT, France	[1314251682, 205747304, 17866349, 176063091, 4210154939]	['1314251682 - Institut National de la Recherche Agronomique', '205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '176063091 - École Nationale Vétérinaire de Toulouse', "4210154939 - Génétique Physiologie et Systèmes d'Elevage"]	17866349	205747304	176063091	4210154939	1314251682	No name	cwts_multi_inst_no_relation
W2784099983	CIRIMAT, Université de Toulouse, CNRS, INPT, UPS, Université Toulouse 3 Paul Sabatier, 118 route de Narbonne 31062, Toulouse Cedex 9, France	[205747304, 4210135817, 134560555, 17866349, 4210097719]	['205747304 - National Polytechnic Institute of Toulouse', '4210135817 - Interuniversity Center of Materials Research and Engineering', '134560555 - Paul Sabatier University', '17866349 - Federal University of Toulouse Midi-Pyrénées', '4210097719 - National Council for Scientific Research']	Paul Sabatier University	205747304	4210097719	4210135817	17866349	No name	cwts_multi_inst_no_relation
W2900158211	CIRIMAT, CNRS/INPT/UPS, 4, allée Émile-Monso, 31030 Toulouse, France	[205747304, 4210135817, 4210097719, 134560555]	['205747304 - National Polytechnic Institute of Toulouse', '4210135817 - Interuniversity Center of Materials Research and Engineering', '4210097719 - National Council for Scientific Research']	Paul Sabatier University	205747304	4210097719	4210135817	No name	No name	cwts_multi_inst_no_relation
W2312906299	GenPhySE, Université de Toulouse, INRA, INPT, INP-ENVT, CASTANET-TOLOSAN, France	[1314251682, 205747304, 17866349, 176063091, 4210154939]	['1314251682 - Institut National de la Recherche Agronomique', '205747304 - National Polytechnic Institute of Toulouse', '17866349 - Federal University of Toulouse Midi-Pyrénées', '176063091 - École Nationale Vétérinaire de Toulouse', "4210154939 - Génétique Physiologie et Systèmes d'Elevage"]	17866349	205747304	176063091	4210154939	1314251682	No name	cwts_multi_inst_no_relation
W2809057482	INSERM U1170, Equipe Labellisée Ligue Contre le Cancer, Gustave Roussy Institute, Université Paris Diderot, Université Paris-Sud, Villejuif 94800, Francet	[154526488, 2801843802, 4210095243, 102197404]	['154526488 - Inserm', '2801843802 - Institut Gustave Roussy', '4210095243 - Ligue Nationale Contre le Cancer', '102197404 - University of Paris-Sud']	102197404	2801843802	154526488	Paris Diderot University	4210095243	No name	cwts_multi_inst_no_relation
W2030664470	Department of Pediatric and Adolescent Oncology, Gustave Roussy Cancer Institute, University Paris XI, Villejuif, France	[2801843802, 102197404]	['2801843802 - Institut Gustave Roussy', '102197404 - University of Paris-Sud']	102197404	2801843802	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1853367796	Université Paris Sud, Institut Gustave Roussy, 114 rue Edouard Vaillant, 94805, Villejuif, France.	[2801843802, 102197404]	['2801843802 - Institut Gustave Roussy', '102197404 - University of Paris-Sud']	102197404	2801843802	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2069256603	SIMAP, INPGrenoble-CNRS-UJF, BP 75, 38402 Saint Martin D’Hères, France	[205747304, 177483745, 4210094574, 4210097719]	['205747304 - National Polytechnic Institute of Toulouse', '177483745 - Joseph Fourier University', '4210094574 - Science et Ingénierie des Matériaux et Procédés', '4210097719 - National Council for Scientific Research']	177483745	4210094574	4210097719	205747304	No name	No name	cwts_multi_inst_no_relation
W2569840997	LMOPS, CentraleSupélec, Université de Lorraine, 57070 METZ	[4210107720, 90183372, 4210148061]	['4210107720 - CentraleSupélec', '90183372 - University of Lorraine', '4210148061 - Laboratoire Matériaux Optiques, Photonique et Systèmes']	90183372	4210107720	4210148061	No name	No name	No name	cwts_multi_inst_no_relation
W3027152079	CentraleSupelec - Univ. Paris Sud, Gif-sur-Yvette, France	[4210107720, 102197404]	['4210107720 - CentraleSupélec', '102197404 - University of Paris-Sud']	102197404	4210107720	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2114885831	Laboratory of Signals and Systems (L2S, UMR CNRS 8506) CNRS - CentraleSupélec - Université Paris-Sud Gif-sur-Yvette France	[4210107720, 4210097418, 102197404, 4210097719]	['4210107720 - CentraleSupélec', '4210097418 - Laboratoire des Signaux & Systèmes', '102197404 - University of Paris-Sud', '4210097719 - National Council for Scientific Research']	102197404	4210107720	4210097719	4210097418	No name	No name	cwts_multi_inst_no_relation
W4211068607	GeePs, Univ Paris-Sud, CNRS, CentraleSupelec, Univ Paris-Saclay, Gif-sur-Yvette F-91190, France	[4210107720, 4210097719, 277688954, 102197404, 3019908861]	['4210107720 - CentraleSupélec', '4210097719 - National Council for Scientific Research', '277688954 - University of Paris-Saclay', '102197404 - University of Paris-Sud', '3019908861 - Laboratoire de Génie Électrique et Électronique de Paris']	102197404	4210107720	4210097719	277688954	3019908861	No name	cwts_multi_inst_no_relation
W2313059123	Université Grenoble I/CNRS, Laboratoire Interdisciplinaire de Physique/UMR5588, Grenoble F-38041, France.	[177483745, 4210113150, 4210097719]	['177483745 - Joseph Fourier University', '4210113150 - Laboratoire Interdisciplinaire de Physique', '4210097719 - National Council for Scientific Research']	177483745	4210113150	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W4296802039	Myology Institute, AP-HP Pitié-Salpêtrière University Hospital, F-75013, Paris, France.	[4210121705, 4210113666, 4210097159]	['4210121705 - Pitié-Salpêtrière Hospital', '4210113666 - Institute of Myology', '4210097159 - Assistance Publique – Hôpitaux de Paris']	4210121705	4210113666	4210097159	No name	No name	No name	cwts_multi_inst_no_relation
W2950974710	LEEL SIS2M, UMR 3299, CEA-CNRS-Université Paris-Sud 11, CEA Saclay, F-91191 Gif-Sur-Yvette, France	[4210128565, 4210092348, 4210097719, 102197404]	['4210128565 - CEA Saclay', '4210092348 - Service Interdisciplinaire sur les Systèmes Moléculaires et les Matériaux', '4210097719 - National Council for Scientific Research', '277688954 - University of Paris-Saclay', '102197404 - University of Paris-Sud']	102197404	4210128565	4210097719	4210092348	No name	No name	cwts_multi_inst_no_relation
W2771568350	Institut Néel, CNRS/UJF 25, Grenoble Cedex 9, France	[177483745, 4210097719, 4210144791]	['177483745 - Joseph Fourier University', '4210097719 - National Council for Scientific Research', '4210144791 - Institut Néel']	177483745	4210144791	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W2093846635	Hôpital Antoine Béclère, Université Paris-Sud, Clamart, France	[102197404, 4210150149]	['102197404 - University of Paris-Sud', '4210150149 - Hôpital Antoine-Béclère']	102197404	4210150149	No name	No name	No name	No name	cwts_multi_inst_no_relation
W2772596171	ICMMO/SP2M, UMR CNRS 8182, Université Paris-Sud, 91405 Orsay, France	[4210151467, 102197404, 4210097719]	["4210151467 - Institut de Chimie Moléculaire et des Matériaux d'Orsay", '102197404 - University of Paris-Sud', '4210097719 - National Council for Scientific Research']	102197404	4210151467	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W2089776572	Univ. Paris-Sud, LEMHE-ICMMO, CNRS-UMR 8182, Orsay F-91405, France	[4210151467, 102197404, 4210097719]	["4210151467 - Institut de Chimie Moléculaire et des Matériaux d'Orsay", '102197404 - University of Paris-Sud', '4210097719 - National Council for Scientific Research']	102197404	4210151467	4210097719	No name	No name	No name	cwts_multi_inst_no_relation
W1971673484	Université Paris-Sud 11, UMR 8182 ICMMO - Equipe de Chimie Inorganique, Orsay, France	[4210151467, 102197404]	["4210151467 - Institut de Chimie Moléculaire et des Matériaux d'Orsay", '102197404 - University of Paris-Sud']	102197404	4210151467	No name	No name	No name	No name	cwts_multi_inst_no_relation
W1969219445	CEA-CNRS-UJF, Institut de Biologie Structurale Jean-Pierre Ebel, UMR 5075, Grenoble, France	[177483745, 3020098449, 4210152516, 4210097719]	['177483745 - Joseph Fourier University', '3020098449 - CEA Grenoble', '4210152516 - Institut de Biologie Structurale', '4210097719 - National Council for Scientific Research']	177483745	4210152516	4210097719	3020098449	No name	No name	cwts_multi_inst_no_relation
W2132840577	Institut de Biologie Structurale#R#UMR5075, CEA-CNRS-UJF, Grenoble, France	[177483745, 3020098449, 4210152516, 4210097719]	['177483745 - Joseph Fourier University', '3020098449 - CEA Grenoble', '4210152516 - Institut de Biologie Structurale', '4210097719 - National Council for Scientific Research']	177483745	4210152516	4210097719	3020098449	No name	No name	cwts_multi_inst_no_relation
