,Unnamed: 0,labels,affiliation_string,paper_id,dataset
137,7649,4210129969,"Grupo de Materiales Compuestos Termoplásticos (CoMP), Instituto de Investigaciones en Ciencia y Tecnología de Materiales (INTEMA), Facultad de Ingeniería, Universidad Nacional de Mar del Plata (UNMdP) y Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Colón 10850, B7608FLC, Mar del Plata, Argentina",W2896867089,muestra_authorship
138,4124,2883434090,"Centro Atómico Bariloche, Instituto Balseiro, 8400-S.C. de Bariloche, R.N., Argentina",W1988950526,muestra_authorship
139,7066,228664971,Instituto de Investigaciones Biotecnológicas-Instituto Tecnológico Chascomús; Universidad Nacional de General San Martín-Consejo Nacional de Investigaciones Científicas y Técnicas (IIB-INTECH/UNSAM-CONICET); Chascomús Argentina,W2131727684,muestra_authorship
140,9491,4210159438,"Laboratory of Mycology and Mushroom Cultivation. Instituto Tecnológico de Chascomús (IIB-INTECH), Universidad Nacional de San Martín (UNSAM)-Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), CC 164. 7130, Chascomús, Buenos Aires, Argentina",W2931670742,muestra_authorship
141,7139,151201029,"Centro de Investigaciones Geológicas (CONICET-UNLP) and División Científica de Geología Museo de La Plata, La Plata, Argentina",W2030567892,muestra_authorship
142,6574,4210086432,"División Aracnología, Museo Argentino de Ciencias Naturales “Bernardino Rivadavia”—CONICET, Avenida Ángel Gallardo 470, CP: 1405DJR, C.A.B.A., Buenos Aires, Argentina.",W2724867416,muestra_authorship
143,2900,4210157473,"Oncology Laboratory, Institute of Experimental Medicine and Biology, CONICET, CCT, 5500, Mendoza, Argentina",W2622788094,muestra_authorship
144,6628,151201029,"Laboratorio Ecotono, Centro Regional Universitario Bariloche, Universidad Nacional del Comahue INIBIOMA-CONICET, Quintral 1250, 8400, Bariloche, Argentina.",W1998918998,muestra_authorship
145,7144,151201029,"†CONICET, Instituto Superior de Entomología, Facultad de Ciencias Naturales e Instituto Miguel Lillo, Universidad Nacional de Tucumán, Calle Miguel Lillo 205, SM Tucumán, Tucumán, Argentina",W2058111696,muestra_authorship
146,7850,24354313,"Facultad de Ciencias Exactas, Universidad de Buenos Aires, Argentina",W2058768367,muestra_authorship
147,3751,874386039,"Instituto de Investigaciones Fisicoquímicas Teóricas y Aplicadas (INIFTA), Universidad Nacional de La Plata - CONICET, Sucursal 4 Casilla de Correo 16 (1900), La Plata, Argentina",W2084396182,muestra_authorship
148,7206,4210151079,"Multidisciplinary Institute of Plant Biology, Pollution and Bioindicator section, Faculty of Physical and Natural Sciences, National University of Córdoba, Av. Vélez Sársfield 1611, X5016CGA Córdoba, Argentina.",W2033962562,muestra_authorship
149,7779,2801749607,"Fundación Instituto Leloir and Instituto de Investigaciones Bioquímicas de Buenos Aires (IIBBA-CONICET), Avda. Patricias Argentinas 435, Buenos Aires C1405BWE, Argentina. Electronic address: jcaramelo@leloir.org.ar.",W980126877,muestra_authorship
150,4018,151201029,"Instituto de Investigaciones Biotecnológicas, Instituto Tecnológico de Chascomús, CONICET/UNSAM, Universidad Nacional de General San Martı́n, Buenos Aires, Argentina",W2104802032,muestra_authorship
151,3668,4210153948,"Unidad Integrada EEA Balcarce, Instituto Nacional de Tecnología Agropecuaria (INTA), Facultad de Ciencias Agrarias Universidad Nacional de Mar del Plata CC 276 (7620) Balcarce Buenos Aires Argentina",W2074444386,muestra_authorship
152,9445,4210134950,Aves Argentinas - Asociación Ornitológica del Plata,W4395131491,muestra_authorship
153,8503,70368782,"Grupo de Ecologia de Invasiones, INIBIOMA, CONICET, Universidad Nacional del Comahue, Quintral 1250, San Carlos de Bariloche CP 8400, Argentina",W2520855121,muestra_authorship
154,4845,151201029,"INTEC, Universidad Nacional del Litoral—CONICET Güemes 3450, 3000 Santa Fe, Argentina",W2081412367,muestra_authorship
155,1984,4210145890,Centro Biología Molecular ‘Severo Ochoa’ CSIC‐UAM Madrid Spain,W2027703774,muestra_authorship
156,4953,151201029,Institute of Environmental Sciences University of Zürich Winterthurerstrasse 190 8057 Zürich Switzerland,W2054282881,muestra_authorship
157,9258,4210086432,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""-CONICET. Av. Ángel Gallardo 470, Buenos Aires, Argentina",W2982246217,muestra_authorship
158,7528,166401450,"IMBIV, CONICET, Instituto de Ciencia y Tecnología de los Alimentos (ICTA) Facultad de Ciencias Exactas, Físicas y Naturales (UNC)  Av. Vélez Sarsfield 1611 X5016GCA Córdoba Argentina",W2050086584,muestra_authorship
159,3739,2738703131,"Instituto de Astronomía y Física del Espacio C.C. 67, Suc. 28. 1428, Buenos Aires, Argentina;",W3098386549,muestra_authorship
160,7649,151201029,"Grupo de Fisiología del Estrés en Plantas, Instituto de Investigaciones Biológicas (IIB), Facultad de Ciencias Exactas y Naturales, Universidad Nacional de Mar del Plata (UNMdP), Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET) y Comisión de Investigaciones Científicas (CIC), Deán Funes 3250, B7602AYJ, Mar del Plata, Argentina",W2896867089,muestra_authorship
161,3947,24354313,"PINMATE (CONICET-UBA) and Department of Chemical Engineering (Facultad de Ingenieria-UBA), Pabellón de Industrias, Ciudad Universitaria, 1428 Buenos Aires, Argentina",W2068575846,muestra_authorship
162,2724,4210142366,Centro Nacional Patagonico - CONICET,W4395206540,muestra_authorship
163,5259,151201029,"CONICET—Universidad Nacional del Centro de la Provincia de Buenos Aires, 7400 Olavarria, Argentina",W2112234127,muestra_authorship
164,8249,24354313,"Chair of Agricultural Education, Agronomy School, University of Buenos Aires, Buenos Aires, Argentina",W2063484344,muestra_authorship
165,3132,4210158427,"American Museum of Natural History Central Park West at 79th Street, New York NY 10024 USA",W4317708817,muestra_authorship
166,6275,4210093681,"IFEVA, Facultad de Agronomia, Universidad de Buenos Aires and CONICET, Av. San Martin 4453, 1417 Buenos Aires, Argentina",W2113413378,muestra_authorship
167,4304,4210113115,"Instituto Nacional de Enfermedades Virales Humanas, Dr. Julio I. Malztegui, Pergainino, Buenos Aires, Argentina. malemor@yahoo.com.ar",W2064966277,muestra_authorship
168,2388,4210086432,Museo Argentino de Ciencias Naturales 'Bernardino Rivadavia',W4395202145,muestra_authorship
169,4972,4210152303,"Laboratorio de Dendrocronologia, Centro Regional de Investigaciones Cientificas y Tecnologicas-Mendoza, Casilla de Correo 330, 5500, Mendoza, Argentina",W1975956281,muestra_authorship
170,564,170486558,University of Rochester and Universitat Pompeu Fabra,W2052888666,muestra_authorship
171,9286,189075073,"Institute of Materials Science and Technology (INTEMA), University of Mar del Plata and National Research Council (CONICET), Av. J. B. Justo 4302, 7600 Mar del Plata, Argentina",W2782060349,muestra_authorship
172,1329,4141589,"Department of Chemistry and Biochemistry, 160 Hughes Hall, Miami University, Oxford, Ohio 45056, Department of Cellular and Molecular Medicine, University of Bristol School of Medical Sciences, University Walk, Bristol BS8 1TD, United Kingdom, and Molecular Biology Division, IBR, CONICET, and Biophysics Section, Universidad Nacional de Rosario, Suipacha 531, S2002LRK Rosario, Argentina",W2146956670,muestra_authorship
173,4456,4210143553,"Instituto Nacional de Investigación y Desarrollo Pesquero, , Mar del Plata, Buenos Aires, Argentina",W2788933746,muestra_authorship
174,4820,1294671590,"Centre de Physique Théorique UPR014 CNRS, Ecole Polytechnique, 91128 Palaiseau Cedex, France",W2108083055,muestra_authorship
175,1892,151201029,"Instituto de Investigaciones en Fisicoquímica de Córdoba (INFIQC), CONICET–Departamento de Matemática y Física, Facultad de Ciencias Químicas, Universidad Nacional de Córdoba, Ciudad Universitaria, Córdoba, Argentina",W2388080941,muestra_authorship
176,8119,4210133753,"Instituto de Limnología “Dr. Raúl A. Ringuelet” (CONICET, CCT La Plata, UNLP) Argentina",W2893926057,muestra_authorship
177,4110,4141589,"Instituto de Biología Molecular y Celular de Rosario (IBR, CONICET) and Departamento de Microbiología, Facultad de Ciencias Bioquímicas y Farmacéuticas, Universidad Nacional de Rosario, Rosario, Argentina",W2136700350,muestra_authorship
178,4818,73822459,"Department of Biology, Nicholas School of the Environment and Earth Sciences and Center on Global Change, Duke University, Durham, NC 27708-1000; and Grupo de Estudios Ambientales-Instituto de Matemática Aplicada San Luis, Universidad Nacional de San Luis and Consejo Nacional de Investigaciones Científicas y Técnicas de Argentina, 5700 San Luis, Argentina",W2084887182,muestra_authorship
179,7858,24354313,"Centro de Investigaciones del Mar y la Atmósfera, Consejo Nacional de Investigaciones Científicas y Técnicas–Universidad de Buenos Aires, UMI–Instituto Franco–Argentino sobre Estudios de Clima y sus Impactos/CNRS, Departamento de Ciencias de la Atmósfera y los Océanos, Facultad de Ciencias Exactas y Naturales, Universidad de Buenos Aires, and Servicio Meteorológico Nacional, Buenos Aires, Argentina",W2096706322,muestra_authorship
